Formula,Type,Crystal system,Ionic conductivity (S/cm),Reference,Spacegroup,Unnamed: 6,Reference index,Source,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,compound possible,max ionic char,avg ionic char,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
Li9.54Si1.74P1.44S11.7Cl0.3,Thio-LISICON,Tetragonal,0.02,105,,,,,Li9.54 Si1.74 P1.44 S11.7 Cl0.3,3.0,17.0,14.0,10.79611650485437,6.017390894523517,16.0,1.0,94.0,93.0,53.50242718446602,40.523718069563586,88.0,6.941,35.453,28.512000000000004,22.066526184466017,11.674556618107268,32.065,171.6,1687.0,1515.4,498.21143203883497,167.35373044113487,388.36,1.0,17.0,16.0,10.024271844660195,6.965336035441605,16.0,2.0,3.0,1.0,2.6140776699029122,0.47397257045904423,3.0,102.0,128.0,26.0,114.37864077669902,10.513573381091522,105.0,0.98,3.16,2.18,1.8989805825242718,0.7093102554434915,2.58,1.0,2.0,1.0,1.6140776699029127,0.4739725704590442,2.0,0.0,5.0,5.0,2.2694174757281553,1.7895654632858893,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.8834951456310676,2.225610330851164,6.0,0.0,1.0,1.0,0.3859223300970874,0.47397257045904423,0.0,0.0,4.0,4.0,1.4150485436893203,1.1022716561410124,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8009708737864076,0.6376661325289849,2.0,16.5933333333,25.786875,9.1935416667,21.659499609901697,4.081970517800094,25.786875,0.0,2.493,2.493,1.2215339805825243,1.0059776133471579,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,138.37864077669903,82.4214346309737,70.0,5,0.6176123375781138,0.547428099202858,0.5033599297519923,0.48805058496260917,0.47911699932417273,True,0.6952001660642468,0.10731311215912498,0.4156250000000001,0.5843750000000001,0.0,0.0
Li10SiP2S12,Thio-LISICON,Tetragonal,0.011,105,,,,,Li10 Si1 P2 S12,3.0,16.0,13.0,10.64,6.112,16.0,1.0,88.0,87.0,52.4,41.12,88.0,6.941,32.065,25.124,21.768920959999996,11.862336768,32.065,317.3,1687.0,1369.7,460.7528,98.09977599999998,388.36,1.0,16.0,15.0,9.84,7.072,16.0,2.0,3.0,1.0,2.6,0.48,3.0,105.0,128.0,23.0,114.6,10.72,105.0,0.98,2.58,1.6,1.8816000000000002,0.72128,2.58,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.24,1.8112000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.84,2.272,6.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,4.0,4.0,1.36,1.088,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.76,0.608,2.0,16.5933333333,25.786875,9.1935416667,21.638252380936002,4.13179542858368,25.786875,0.0,2.202,2.202,1.21788,1.0098944,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,134.44,83.05279999999999,70.0,4,0.63118935352238,0.5595234040250857,0.5135603326659555,0.4971787900300949,0.4872404864992309,True,0.47270757595695145,0.10721506657717288,0.4166666666666667,0.5833333333333334,0.0,0.0
Li10.42Si1.5P1.5Cl0.08O11.92,LISICON,Orthorhombic,1.03e-05,106,,,,,Li10.42 Si1.5 P1.5 Cl0.08 O11.92,3.0,17.0,14.0,6.745869394177812,3.070964523000221,8.0,1.0,94.0,93.0,51.002360346184105,40.99328047263874,87.0,6.941,35.453,28.512000000000004,13.944264398111724,5.741464597035731,15.9994,54.8,1687.0,1632.2,330.4816601101495,261.1021566866261,54.8,1.0,17.0,16.0,9.677419354838708,7.113981878632523,16.0,2.0,3.0,1.0,2.121164437450826,0.21296723309610185,2.0,66.0,128.0,62.0,96.60267505900866,28.700541833468378,66.0,0.98,3.44,2.46,2.2660975609756093,1.1065640651685822,3.44,1.0,2.0,1.0,1.5900865460267506,0.48376882844994024,2.0,0.0,5.0,5.0,2.186467348544453,1.814531140413051,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.7765538945712036,2.2762935941331186,6.0,0.0,1.0,1.0,0.40991345397324935,0.48376882844994024,0.0,0.0,4.0,4.0,1.3540519276160503,1.1123166986599942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7639653815892997,0.6311279706284537,2.0,9.105,24.4975,15.392499999999998,13.686439436498269,4.2966764817513265,9.105,0.0,2.493,2.493,0.14934854445318646,0.26250562416083284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,113.21164437450824,108.35540511847849,12.0,5,0.6284034776413951,0.5565591009953695,0.5092439601541212,0.4915123917022893,0.47990713172751204,True,0.7797297329475583,0.18432658525246234,0.4210416666666667,0.5789583333333332,0.0,0.0
Li10.42Ge1.5P1.5Cl0.08O11.92,LISICON,Orthorhombic,3.7e-05,106,,,,,Li10.42 Ge1.5 P1.5 Cl0.08 O11.92,3.0,32.0,29.0,7.8080251770259625,3.941748414210113,8.0,1.0,94.0,93.0,51.061369000786776,41.04165735548373,87.0,6.941,72.64,65.699,16.57336549960661,8.43516264840375,15.9994,54.8,1211.4,1156.6000000000001,302.41714398111725,233.0497032079785,54.8,1.0,17.0,16.0,9.677419354838708,7.113981878632523,16.0,2.0,4.0,2.0,2.180173092053501,0.3166850414221256,2.0,66.0,128.0,62.0,97.13375295043274,29.19861016279765,66.0,0.98,3.44,2.46,2.272588512981904,1.100435707648871,3.44,1.0,2.0,1.0,1.5900865460267506,0.48376882844994024,2.0,0.0,5.0,5.0,2.186467348544453,1.814531140413051,4.0,0.0,10.0,10.0,0.5900865460267506,1.1105326656931451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.366640440597954,2.7600624225830597,6.0,0.0,1.0,1.0,0.40991345397324935,0.48376882844994024,0.0,0.0,4.0,4.0,1.3540519276160503,1.1123166986599942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7639653815892997,0.6311279706284537,2.0,9.105,24.4975,15.392499999999998,13.83779663555413,4.438625955610167,9.105,0.0,2.493,2.493,0.1263351691581432,0.2220556789136836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,113.0936270653029,108.23005235102983,12.0,5,0.6284034776413951,0.5565591009953695,0.5092439601541212,0.4915123917022893,0.47990713172751204,True,0.7797297329475583,0.18399418375620105,0.3641441441441442,0.5007207207207207,0.13513513513513514,0.0
Li4Al0.33Si0.17Ge0.17P0.33O4,LISICON,Monoclinic,0.0009,107,,,,,Li4 Al0.33 Si0.17 Ge0.17 P0.33 O4,3.0,32.0,29.0,6.7844444444444445,3.3639506172839506,3.0,1.0,87.0,86.0,47.79666666666667,41.59703703703704,1.0,6.941,72.64,65.699,14.223353799777776,6.473203377580248,6.941,54.8,1687.0,1632.2,326.60467777777774,242.28650106172842,54.8,1.0,16.0,15.0,9.11111111111111,7.209876543209877,1.0,2.0,4.0,2.0,2.1300000000000003,0.2311111111111114,2.0,66.0,128.0,62.0,98.94555555555556,29.28493827160494,66.0,0.98,3.44,2.46,2.1776333333333335,1.1230105925925926,0.98,1.0,2.0,1.0,1.5555555555555556,0.4938271604938271,1.0,0.0,4.0,4.0,2.0,1.8511111111111112,0.0,0.0,10.0,10.0,0.1888888888888889,0.370641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,3.744444444444445,2.4940987654320987,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938271,0.0,0.0,5.0,5.0,1.3333333333333333,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.7777777777777777,0.6913580246913581,1.0,9.105,23.005,13.899999999999999,13.67395132273511,4.061290064653431,9.105,0.0,1.625,1.625,0.08141888888888889,0.1507154098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,123.97222222222223,108.4754938271605,12.0,6,0.631240205889061,0.5600840240932407,0.5105330066104458,0.4907064523627327,0.476343761127938,True,0.7797297329475583,0.18590909205405465,0.4154302670623145,0.5341246290801186,0.050445103857566766,0.0
Li3.4Si0.4P0.6S4,Thio-LISICON,Monoclinic,0.00064,108,,,,,Li3.4 Si0.4 P0.6 S4,3.0,16.0,13.0,10.571428571428573,6.129251700680273,16.0,1.0,88.0,87.0,51.952380952380956,41.247165532879826,88.0,6.941,32.065,25.124,21.628316333333338,11.88973226984127,32.065,317.3,1687.0,1369.7,471.56738095238103,115.75548752834476,388.36,1.0,16.0,15.0,9.761904761904763,7.092970521541951,16.0,2.0,3.0,1.0,2.595238095238096,0.48185941043083896,3.0,105.0,128.0,23.0,114.73809523809527,10.7358276643991,105.0,0.98,2.58,1.6,1.8721428571428573,0.7222108843537416,2.58,1.0,2.0,1.0,1.5952380952380956,0.4818594104308391,2.0,0.0,4.0,4.0,2.214285714285715,1.8129251700680273,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.80952380952381,2.27437641723356,6.0,0.0,1.0,1.0,0.4047619047619048,0.4818594104308391,0.0,0.0,4.0,4.0,1.3571428571428574,1.098639455782313,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7619047619047623,0.6167800453514739,2.0,16.5933333333,25.786875,9.1935416667,21.58130668932619,4.146579068147506,25.786875,0.0,2.202,2.202,1.2014523809523812,1.0134092970521544,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,136.9761904761905,83.06916099773244,70.0,4,0.6308400618805605,0.5590941393664699,0.5124855049121968,0.4954875604217713,0.4848256221430653,True,0.47270757595695145,0.1074644300663083,0.41875,0.58125,0.0,0.0
Li4GeS4,Thio-LISICON,Orthorhombic,2e-07,109,,,,,Li4 Ge1 S4,3.0,32.0,29.0,12.0,8.0,3.0,1.0,88.0,87.0,48.333333333333336,42.07407407407407,1.0,6.941,72.64,65.699,25.40711111111111,16.41432098765432,6.941,388.36,1211.4,823.0400000000001,508.8444444444445,156.1234567901235,388.36,1.0,16.0,15.0,9.11111111111111,7.209876543209877,1.0,2.0,4.0,2.0,2.6666666666666665,0.5925925925925927,2.0,105.0,128.0,23.0,116.88888888888889,10.567901234567902,105.0,0.98,2.58,1.6,1.8055555555555556,0.7338271604938272,0.98,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,2.0,1.7777777777777777,0.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.666666666666667,3.259259259259259,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,4.0,4.0,1.3333333333333333,1.1851851851851853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,1.0,16.5933333333,25.786875,9.1935416667,21.39175925924444,4.265267489728395,16.5933333333,0.0,2.202,2.202,1.021222222222222,1.0495802469135802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,157.88888888888889,78.12345679012346,70.0,3,0.6382847385042254,0.5614193719120623,0.5105824491855553,0.49070858980406357,0.476343783841077,True,0.47270757595695145,0.10873139429960198,0.3333333333333333,0.42857142857142855,0.23809523809523808,0.0
Li3.325P0.935S4,Thio-LISICON,Orthorhombic,0.00015,110,,,,,Li3.325 P0.935 S4,3.0,16.0,13.0,10.653753026634384,6.161919809578528,16.0,1.0,88.0,87.0,52.412832929782084,41.39168752821439,88.0,6.941,32.065,25.124,21.828001509685233,11.98529782559404,32.065,317.3,453.69,136.39,406.6143765133172,37.89986636639718,388.36,1.0,16.0,15.0,9.84866828087167,7.123927853244142,16.0,2.0,3.0,1.0,2.597457627118644,0.48100402183280666,3.0,105.0,128.0,23.0,114.48486682808716,10.880827553658637,105.0,0.98,2.58,1.6,1.8917857142857144,0.7340647699757871,2.58,1.0,2.0,1.0,1.5974576271186443,0.48100402183280666,2.0,0.0,4.0,4.0,2.276634382566586,1.8328836130832684,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.87409200968523,2.313887634916075,6.0,0.0,1.0,1.0,0.40254237288135597,0.48100402183280666,0.0,0.0,3.0,3.0,1.3081113801452784,1.0531405179135718,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7106537530266346,0.572136496080765,2.0,16.5933333333,25.786875,9.1935416667,21.72197408622694,4.128990436678466,25.786875,0.0,2.202,2.202,1.2502875302663439,1.0065874184347683,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,126.30690072639226,82.67664772027743,70.0,3,0.6398147594736513,0.5648748649629125,0.5177917100473813,0.5013227443831526,0.4913970584851881,True,0.47270757595695145,0.10815959747056147,0.41234375000000006,0.58765625,0.0,0.0
Li3.675Ge0.675P0.225V0.1O4,LISICON,Orthorhombic,2.5e-05,111,,,,,Li3.675 Ge0.675 P0.225 V0.1 O4,3.0,32.0,29.0,8.103746397694525,4.419885556727488,8.0,1.0,87.0,86.0,49.36887608069165,41.05879128636565,87.0,6.941,72.64,65.699,17.360348293948128,10.082973638282857,15.9994,54.8,2183.0,2128.2,345.11795389048996,269.1713787175378,54.8,1.0,16.0,15.0,9.337175792507205,7.163766828061027,16.0,2.0,4.0,2.0,2.204610951008646,0.36204934847062953,2.0,66.0,153.0,87.0,98.53314121037465,30.0017440556769,66.0,0.98,3.44,2.46,2.233314121037464,1.1127938941441253,3.44,1.0,2.0,1.0,1.576368876080692,0.4883355895323439,2.0,0.0,4.0,4.0,2.0778097982708936,1.8204619256035681,4.0,0.0,10.0,10.0,0.8126801152737753,1.4801551379049742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.466858789625361,2.937338571037049,6.0,0.0,1.0,1.0,0.4236311239193084,0.4883355895323439,0.0,0.0,4.0,4.0,1.3112391930835736,1.1411937645857038,2.0,0.0,7.0,7.0,0.08069164265129684,0.1595229592472324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,1.815561959654179,0.6909948591882666,2.0,9.105,23.005,13.899999999999999,13.75310415807464,4.303568195528766,9.105,0.0,1.625,1.625,0.07194812680115274,0.12896753564932856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,122.7435158501441,108.38993762924699,12.0,5,0.6316106185962787,0.5588637105208367,0.5099612494197073,0.4910021502011622,0.4778363822690668,True,0.7797297329475583,0.18511391895481305,0.3529032258064516,0.46516129032258063,0.18193548387096772,0.0
Li3.875Ge0.675P0.225Ga0.1O4,LISICON,Orthorhombic,2e-05,111,,,,,Li3.875 Ge0.675 P0.225 Ga0.1 O4,3.0,32.0,29.0,8.07887323943662,4.506169410831185,8.0,1.0,87.0,86.0,48.5943661971831,41.561277524300735,87.0,6.941,72.64,65.699,17.337168614084508,10.28422035738941,15.9994,54.8,1211.4,1156.6000000000001,326.3805352112676,245.79432445943263,54.8,1.0,16.0,15.0,9.23943661971831,7.195000991866693,16.0,2.0,4.0,2.0,2.1999999999999997,0.3549295774647886,2.0,66.0,128.0,62.0,98.84788732394367,29.609363221583024,66.0,0.98,3.44,2.46,2.207098591549296,1.1113477484626069,3.44,1.0,2.0,1.0,1.5633802816901408,0.49196587978575684,2.0,0.0,4.0,4.0,2.0422535211267605,1.8132910136877605,4.0,0.0,10.0,10.0,0.8732394366197183,1.5939694505058521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.47887323943662,3.037889307677048,6.0,0.0,1.0,1.0,0.43661971830985913,0.49196587978575684,0.0,0.0,5.0,5.0,1.3380281690140845,1.1684189644911724,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.7746478873239437,0.6764530847054155,2.0,9.105,23.005,13.899999999999999,13.88299664653042,4.306926554618972,9.105,0.0,1.625,1.625,0.07032676056338028,0.12639006546320175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,123.27887323943663,107.79292997421148,12.0,5,0.6327126775048388,0.5596074430799528,0.5098979196107988,0.4902122516258993,0.47604214633422076,True,0.7797297329475583,0.1852612127790442,0.3490566037735849,0.45597484276729555,0.19496855345911948,0.0
Li3.875Ge0.675P0.225Al0.1O4,LISICON,Orthorhombic,1.3e-05,111,,,,,Li3.875 Ge0.675 P0.225 Al0.1 O4,3.0,32.0,29.0,7.87605633802817,4.257964689545724,8.0,1.0,87.0,86.0,48.583098591549295,41.551438206705015,87.0,6.941,72.64,65.699,16.8555746828169,9.42956070471732,15.9994,54.8,1211.4,1156.6000000000001,333.4854366197183,252.03007768299943,54.8,1.0,16.0,15.0,9.23943661971831,7.195000991866693,16.0,2.0,4.0,2.0,2.1887323943661974,0.33493354493156136,2.0,66.0,128.0,62.0,98.83661971830986,29.59920650664551,66.0,0.98,3.44,2.46,2.204845070422535,1.1133790914501092,3.44,1.0,2.0,1.0,1.5633802816901408,0.49196587978575684,2.0,0.0,4.0,4.0,2.0422535211267605,1.8132910136877605,4.0,0.0,10.0,10.0,0.7605633802816901,1.405435429478278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.366197183098592,2.9702836738742313,6.0,0.0,1.0,1.0,0.43661971830985913,0.49196587978575684,0.0,0.0,5.0,5.0,1.3380281690140845,1.1684189644911724,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.7746478873239437,0.6764530847054155,2.0,9.105,23.005,13.899999999999999,13.856207914136053,4.282778964855037,9.105,0.0,1.625,1.625,0.07032676056338028,0.12639006546320175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,125.09295774647887,108.1842808966475,12.0,5,0.6327126775048388,0.5596074430799528,0.5098979196107988,0.4902122516258993,0.47604214633422076,True,0.7797297329475583,0.18540079386375982,0.35806451612903223,0.4677419354838709,0.17419354838709675,0.0
Li3.975Ge0.675P0.225Mg0.1O4,LISICON,Orthorhombic,5e-06,111,,,,,Li3.975 Ge0.675 P0.225 Mg0.1 O4,3.0,32.0,29.0,7.810584958217271,4.261186676081036,8.0,1.0,87.0,86.0,47.99721448467967,41.62984458531513,87.0,6.941,72.64,65.699,16.7152837270195,9.296114255817386,15.9994,54.8,1211.4,1156.6000000000001,334.7081058495822,250.37309130127792,54.8,1.0,16.0,15.0,9.025069637883009,7.265105019358945,16.0,2.0,4.0,2.0,2.186629526462396,0.3316703005097728,2.0,66.0,141.0,75.0,99.38440111420613,29.75768344441772,66.0,0.98,3.44,2.46,2.187855153203343,1.1162255103545131,3.44,1.0,2.0,1.0,1.5571030640668526,0.4934784801483539,2.0,0.0,4.0,4.0,2.0083565459610027,1.8250013578417303,4.0,0.0,10.0,10.0,0.7520891364902508,1.3910506591351715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.317548746518106,2.9903088895958287,6.0,0.0,1.0,1.0,0.44289693593314766,0.493478480148354,0.0,0.0,4.0,4.0,1.267409470752089,1.1509066503208387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.710306406685237,0.6672977397754518,2.0,9.105,23.005,13.899999999999999,13.958125746104457,4.325905957530435,9.105,0.0,1.625,1.625,0.06954317548746518,0.12513897316128833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,125.90529247910867,107.74370155414684,12.0,5,0.6334031545388228,0.5602458170207242,0.5103719931706375,0.490550191690361,0.4761989576962624,True,0.7797297329475583,0.18576605725181516,0.3606451612903226,0.4651612903225806,0.17419354838709677,0.0
Li3.875Ge0.675P0.225B0.1O4,LISICON,Orthorhombic,2.1e-08,111,,,,,Li3.875 Ge0.675 P0.225 B0.1 O4,3.0,32.0,29.0,7.785915492957746,4.242031342987502,8.0,1.0,87.0,86.0,48.57183098591549,41.5415988891093,87.0,6.941,72.64,65.699,16.673371430985917,9.238323867518352,15.9994,54.8,2348.0,2293.2,349.4238028169014,267.2051981749653,54.8,1.0,16.0,15.0,9.23943661971831,7.195000991866693,16.0,2.0,4.0,2.0,2.177464788732394,0.318936718904979,2.0,66.0,128.0,62.0,98.41971830985916,29.54835945248959,66.0,0.98,3.44,2.46,2.20969014084507,1.1090117040269787,3.44,1.0,2.0,1.0,1.5633802816901408,0.49196587978575684,2.0,0.0,4.0,4.0,2.0422535211267605,1.8132910136877605,4.0,0.0,10.0,10.0,0.7605633802816901,1.405435429478278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.366197183098592,2.9702836738742313,6.0,0.0,1.0,1.0,0.43661971830985913,0.49196587978575684,0.0,0.0,5.0,5.0,1.3380281690140845,1.1684189644911724,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.7746478873239437,0.6764530847054155,2.0,7.1725,23.005,15.8325,13.751334674699436,4.33650076986314,9.105,0.0,1.625,1.625,0.08749859154929578,0.15527919063677842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,124.4281690140845,107.5513271176354,12.0,5,0.6327126775048388,0.5596074430799528,0.5098979196107988,0.4902122516258993,0.47604214633422076,True,0.7797297329475583,0.18517337144010956,0.35806451612903223,0.4677419354838709,0.17419354838709675,0.0
Li3.75Ge0.75P0.25O4,LISICON,Orthorhombic,1.6e-05,111,,,,,Li3.75 Ge0.75 P0.25 O4,3.0,32.0,29.0,8.114285714285714,4.488163265306123,8.0,1.0,87.0,86.0,49.34285714285714,41.43673469387755,87.0,6.941,72.64,65.699,17.399976057142858,10.24536330122449,15.9994,54.8,1211.4,1156.6000000000001,332.39,254.6588571428572,54.8,1.0,16.0,15.0,9.371428571428572,7.1755102040816325,16.0,2.0,4.0,2.0,2.2,0.3542857142857144,2.0,66.0,128.0,62.0,98.37142857142857,29.596734693877554,66.0,0.98,3.44,2.46,2.2274285714285713,1.1086367346938777,3.44,1.0,2.0,1.0,1.5714285714285714,0.48979591836734704,2.0,0.0,4.0,4.0,2.085714285714286,1.8024489795918366,4.0,0.0,10.0,10.0,0.8571428571428571,1.5673469387755101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.514285714285714,3.012244897959184,6.0,0.0,1.0,1.0,0.42857142857142855,0.4897959183673469,0.0,0.0,4.0,4.0,1.3428571428571427,1.1510204081632656,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7714285714285714,0.6612244897959183,2.0,9.105,23.005,13.899999999999999,13.890435374134285,4.375255199208489,9.105,0.0,1.625,1.625,0.07925714285714286,0.14039836734693875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,122.97142857142858,108.37224489795918,12.0,4,0.6331005658902954,0.5592419484739762,0.5097779053241065,0.49046916201089136,0.47682998382660735,True,0.7797297329475583,0.18500074558178636,0.34810126582278483,0.4620253164556962,0.18987341772151897,0.0
